"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-10",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-11",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-13",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-14",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-16",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-17",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-18",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-20",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-21",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-22",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-23",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-24",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-25",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-26",,,,,,,,,"0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-29",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-06-30",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-01",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-06",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-07",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-08",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-09",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-10",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-11",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-13",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-15",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-16",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-17",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-18",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-19",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-20",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-21",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-22",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-23",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-24",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-25",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-26",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-27",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-28",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-29",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-30",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-07-31",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-01",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-06",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-07",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-08",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-09",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-10",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-11",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-13",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-14",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-15",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-16",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-17",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-18",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-19",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-20",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-21",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-23",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-24",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-25",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-26",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-27",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-28",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-29",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-30",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-08-31",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-01",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-03",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-04",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-06",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-07",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-08",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-09",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-10",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-11",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-13",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-14",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-15",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-16",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-17",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-18",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-19",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-20",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-21",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-22",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-23",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-24",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-25",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-26",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-27",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-28",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-29",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-09-30",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-01",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-02",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-03",,,,,,,,,"0.0","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-04",,,,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-05",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-06",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-07",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-08",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-09",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-10",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-11",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-12",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-13",,,,,,,,,"9.7",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-14",,,,,,,,,"1.8",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-15",,,,,,,,,"0.3",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-16",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-17",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CALA0068","ARTESIA 0.5 W, CA US","33.8675","-118.089","18.0","2018-10-18",,,,,,,,,"0.0",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
